entity,topic,classification,document_reference,custom_id,speech_id,location,request_idx,speech_narrative_id,entity_type,entity_speech_narrative_id
persistence of inflation,inflation,higher,,speech_16652_narr_16652_27_cause_197,16652,domestic,197,16652_27,cause,persistence of inflation|16652_27
requirement for a period of restrictive monetary policy,interest rates,higher,,speech_16652_narr_16652_27_effect_197,16652,domestic,197,16652_27,effect,requirement for a period of restrictive monetary policy|16652_27
shifting expectations,inflation,higher,,speech_16652_narr_16652_28_cause_198,16652,domestic,198,16652_28,cause,shifting expectations|16652_28
requirement for a period of restrictive monetary policy,interest rates,higher,,speech_16652_narr_16652_28_effect_198,16652,domestic,198,16652_28,effect,requirement for a period of restrictive monetary policy|16652_28
unexpected increase in inflation,inflation,higher,,speech_16652_narr_16652_29_cause_199,16652,domestic,199,16652_29,cause,unexpected increase in inflation|16652_29
nominal interest rate,interest rates,higher,,speech_16652_narr_16652_29_effect_199,16652,domestic,199,16652_29,effect,nominal interest rate|16652_29
nominal interest rate rise by more than one-for-one,interest rates,higher,,speech_16652_narr_16652_30_cause_200,16652,domestic,200,16652_30,cause,nominal interest rate rise by more than one-for-one|16652_30
real rate increases,interest rates,higher,,speech_16652_narr_16652_30_effect_200,16652,domestic,200,16652_30,effect,real rate increases|16652_30
falling real rate,interest rates,lower,,speech_16652_narr_16652_31_cause_201,16652,domestic,201,16652_31,cause,falling real rate|16652_31
consumption and investment decisions become cheaper,interest rates,lower,,speech_16652_narr_16652_31_effect_201,16652,domestic,201,16652_31,effect,consumption and investment decisions become cheaper|16652_31
rising real rate,interest rates,higher,,speech_16652_narr_16652_32_cause_202,16652,domestic,202,16652_32,cause,rising real rate|16652_32
consumption and investment decisions become more expensive,interest rates,higher,,speech_16652_narr_16652_32_effect_202,16652,domestic,202,16652_32,effect,consumption and investment decisions become more expensive|16652_32
real rates,interest rates,lower,,speech_16652_narr_16652_33_cause_203,16652,domestic,203,16652_33,cause,real rates|16652_33
stance of monetary policy becomes more expansionary,interest rates,lower,,speech_16652_narr_16652_33_effect_203,16652,domestic,203,16652_33,effect,stance of monetary policy becomes more expansionary|16652_33
nominal rates,interest rates,higher,,speech_16652_narr_16652_34_cause_204,16652,domestic,204,16652_34,cause,nominal rates|16652_34
real rates,interest rates,lower,,speech_16652_narr_16652_34_effect_204,16652,domestic,204,16652_34,effect,real rates|16652_34
real rates,interest rates,lower,,speech_16652_narr_16652_35_cause_205,16652,domestic,205,16652_35,cause,real rates|16652_35
inflation became entrenched,inflation,higher,,speech_16652_narr_16652_35_effect_205,16652,domestic,205,16652_35,effect,inflation became entrenched|16652_35
perception of complacency about inflation,inflation,higher,,speech_16652_narr_16652_36_cause_206,16652,domestic,206,16652_36,cause,perception of complacency about inflation|16652_36
nominal expected yields,interest rates,lower,,speech_16652_narr_16652_36_effect_206,16652,domestic,206,16652_36,effect,nominal expected yields|16652_36
nominal expected yields,interest rates,lower,,speech_16652_narr_16652_37_cause_207,16652,domestic,207,16652_37,cause,nominal expected yields|16652_37
real rates decrease,interest rates,lower,,speech_16652_narr_16652_37_effect_207,16652,domestic,207,16652_37,effect,real rates decrease|16652_37
real rates decrease,interest rates,lower,,speech_16652_narr_16652_38_cause_208,16652,domestic,208,16652_38,cause,real rates decrease|16652_38
stance of monetary policy loosens prematurely,interest rates,lower,,speech_16652_narr_16652_38_effect_208,16652,domestic,208,16652_38,effect,stance of monetary policy loosens prematurely|16652_38
uncertainty about the degree of inflation persistence,inflation,higher,,speech_16652_narr_16652_39_cause_209,16652,domestic,209,16652_39,cause,uncertainty about the degree of inflation persistence|16652_39
inflation persistence,inflation,higher,,speech_16652_narr_16652_39_effect_209,16652,domestic,209,16652_39,effect,inflation persistence|16652_39
more policymakers implement policies focused on reducing carbon emissions,other,higher,,speech_16652_narr_16652_40_cause_210,16652,global,210,16652_40,cause,more policymakers implement policies focused on reducing carbon emissions|16652_40
volatility of inflation,inflation,higher,,speech_16652_narr_16652_40_effect_210,16652,domestic,210,16652_40,effect,volatility of inflation|16652_40
OECD CLIs,output,normal,,speech_16652_narr_16652_41_cause_211,16652,global,211,16652_41,cause,OECD CLIs|16652_41
precede business cycle fluctuations,output,normal,,speech_16652_narr_16652_41_effect_211,16652,global,211,16652_41,effect,precede business cycle fluctuations|16652_41
high weight on slack in the economy by monetary policymaker,output,higher,,speech_16652_narr_16652_42_cause_212,16652,domestic,212,16652_42,cause,high weight on slack in the economy by monetary policymaker|16652_42
determinate price level,inflation,normal,,speech_16652_narr_16652_42_effect_212,16652,domestic,212,16652_42,effect,determinate price level|16652_42
positive trend inflation,inflation,higher,,speech_16652_narr_16652_43_cause_213,16652,domestic,213,16652_43,cause,positive trend inflation|16652_43
region of determinacy shrinks,inflation,lower,,speech_16652_narr_16652_43_effect_213,16652,global,213,16652_43,effect,region of determinacy shrinks|16652_43
minor amounts of myopia,other,normal,,speech_16652_narr_16652_44_cause_214,16652,global,214,16652_44,cause,minor amounts of myopia|16652_44
indeterminacy problem,other,lower,,speech_16652_narr_16652_44_effect_214,16652,global,214,16652_44,effect,indeterminacy problem|16652_44
long-term factors such as demographics,productivity,lower,,speech_16652_narr_16652_45_cause_215,16652,domestic,215,16652_45,cause,long-term factors such as demographics|16652_45
falling equilibrium rate,interest rates,lower,,speech_16652_narr_16652_45_effect_215,16652,domestic,215,16652_45,effect,falling equilibrium rate|16652_45
medium-term headwinds,output,lower,,speech_16652_narr_16652_46_cause_216,16652,domestic,216,16652_46,cause,medium-term headwinds|16652_46
falling equilibrium rate,interest rates,lower,,speech_16652_narr_16652_46_effect_216,16652,domestic,216,16652_46,effect,falling equilibrium rate|16652_46
falling equilibrium rate,interest rates,lower,,speech_16652_narr_16652_47_cause_217,16652,domestic,217,16652_47,cause,falling equilibrium rate|16652_47
measured real yields,interest rates,lower,,speech_16652_narr_16652_47_effect_217,16652,domestic,217,16652_47,effect,measured real yields|16652_47
changes in monetary policy,interest rates,normal,,speech_16653_narr_16653_0_cause_218,16653,domestic,218,16653_0,cause,changes in monetary policy|16653_0
changes in inflation,inflation,normal,,speech_16653_narr_16653_0_effect_218,16653,domestic,218,16653_0,effect,changes in inflation|16653_0
changes in monetary policy,interest rates,normal,,speech_16653_narr_16653_1_cause_219,16653,domestic,219,16653_1,cause,changes in monetary policy|16653_1
changes in inflation,inflation,normal,,speech_16653_narr_16653_1_effect_219,16653,domestic,219,16653_1,effect,changes in inflation|16653_1
raising Bank Rate,interest rates,higher,,speech_16653_narr_16653_2_cause_220,16653,domestic,220,16653_2,cause,raising Bank Rate|16653_2
tightening of monetary conditions,interest rates,higher,,speech_16653_narr_16653_2_effect_220,16653,domestic,220,16653_2,effect,tightening of monetary conditions|16653_2
tightening in financial conditions,financial markets,higher,,speech_16653_narr_16653_3_cause_221,16653,domestic,221,16653_3,cause,tightening in financial conditions|16653_3
households cut back on consumption,output,lower,,speech_16653_narr_16653_3_effect_221,16653,domestic,221,16653_3,effect,households cut back on consumption|16653_3
tightening in financial conditions,financial markets,higher,,speech_16653_narr_16653_4_cause_222,16653,domestic,222,16653_4,cause,tightening in financial conditions|16653_4
firms reduce investment,output,lower,,speech_16653_narr_16653_4_effect_222,16653,domestic,222,16653_4,effect,firms reduce investment|16653_4
higher interest rates,interest rates,higher,,speech_16653_narr_16653_5_cause_223,16653,domestic,223,16653_5,cause,higher interest rates|16653_5
downward effect on equity prices,financial markets,lower,,speech_16653_narr_16653_5_effect_223,16653,domestic,223,16653_5,effect,downward effect on equity prices|16653_5
shareholder payout,financial markets,higher,,speech_16653_narr_16653_6_cause_224,16653,domestic,224,16653_6,cause,shareholder payout|16653_6
positive contribution to equity prices,financial markets,higher,,speech_16653_narr_16653_6_effect_224,16653,domestic,224,16653_6,effect,positive contribution to equity prices|16653_6
equity risk premium,financial markets,higher,,speech_16653_narr_16653_7_cause_225,16653,domestic,225,16653_7,cause,equity risk premium|16653_7
positive contribution to equity prices,financial markets,higher,,speech_16653_narr_16653_7_effect_225,16653,domestic,225,16653_7,effect,positive contribution to equity prices|16653_7
monetary policy tightening through interest rates,interest rates,higher,,speech_16653_narr_16653_8_cause_226,16653,domestic,226,16653_8,cause,monetary policy tightening through interest rates|16653_8
effects on equity prices,financial markets,lower,,speech_16653_narr_16653_8_effect_226,16653,domestic,226,16653_8,effect,effects on equity prices|16653_8
MPC's tightening efforts,interest rates,higher,,speech_16653_narr_16653_9_cause_227,16653,domestic,227,16653_9,cause,MPC's tightening efforts|16653_9
equity risk premium,financial markets,higher,,speech_16653_narr_16653_9_effect_227,16653,domestic,227,16653_9,effect,equity risk premium|16653_9
rise in UK interest rates,interest rates,higher,,speech_16653_narr_16653_10_cause_228,16653,domestic,228,16653_10,cause,rise in UK interest rates|16653_10
Sterling appreciation,exchange rate,lower,,speech_16653_narr_16653_10_effect_228,16653,domestic,228,16653_10,effect,Sterling appreciation|16653_10
Federal Reserve tightening,interest rates,higher,,speech_16653_narr_16653_11_cause_229,16653,global,229,16653_11,cause,Federal Reserve tightening|16653_11
Sterling depreciation,exchange rate,lower,,speech_16653_narr_16653_11_effect_229,16653,domestic,229,16653_11,effect,Sterling depreciation|16653_11
better macroeconomic outlook in the US,output,higher,,speech_16653_narr_16653_12_cause_230,16653,global,230,16653_12,cause,better macroeconomic outlook in the US|16653_12
Sterling depreciation,exchange rate,lower,,speech_16653_narr_16653_12_effect_230,16653,domestic,230,16653_12,effect,Sterling depreciation|16653_12
MPC not tightening,interest rates,lower,,speech_16653_narr_16653_13_cause_231,16653,domestic,231,16653_13,cause,MPC not tightening|16653_13
weaker exchange rate,exchange rate,lower,,speech_16653_narr_16653_13_effect_231,16653,domestic,231,16653_13,effect,weaker exchange rate|16653_13
persistent UK-specific risk premium,exchange rate,higher,,speech_16653_narr_16653_14_cause_232,16653,domestic,232,16653_14,cause,persistent UK-specific risk premium|16653_14
reduced appetite for Sterling assets,financial markets,lower,,speech_16653_narr_16653_14_effect_232,16653,domestic,232,16653_14,effect,reduced appetite for Sterling assets|16653_14
depreciation of Sterling,exchange rate,lower,,speech_16653_narr_16653_15_cause_233,16653,domestic,233,16653_15,cause,depreciation of Sterling|16653_15
looser financial conditions,financial markets,lower,,speech_16653_narr_16653_15_effect_233,16653,domestic,233,16653_15,effect,looser financial conditions|16653_15
falling equity risk premium,financial markets,lower,,speech_16653_narr_16653_16_cause_234,16653,global,234,16653_16,cause,falling equity risk premium|16653_16
looser financial conditions,financial markets,lower,,speech_16653_narr_16653_16_effect_234,16653,domestic,234,16653_16,effect,looser financial conditions|16653_16
forward-looking nature of financial markets,financial markets,normal,,speech_16653_narr_16653_17_cause_235,16653,domestic,235,16653_17,cause,forward-looking nature of financial markets|16653_17
absorbing some of the intended tightening,financial markets,lower,,speech_16653_narr_16653_17_effect_235,16653,domestic,235,16653_17,effect,absorbing some of the intended tightening|16653_17
monetary policy,interest rates,normal,,speech_16653_narr_16653_18_cause_236,16653,domestic,236,16653_18,cause,monetary policy|16653_18
changes in interest rate,interest rates,normal,,speech_16653_narr_16653_18_effect_236,16653,domestic,236,16653_18,effect,changes in interest rate|16653_18
monetary policy,interest rates,normal,,speech_16653_narr_16653_19_cause_237,16653,domestic,237,16653_19,cause,monetary policy|16653_19
changes in borrowing costs,interest rates,normal,,speech_16653_narr_16653_19_effect_237,16653,domestic,237,16653_19,effect,changes in borrowing costs|16653_19
monetary policy,interest rates,normal,,speech_16653_narr_16653_20_cause_238,16653,domestic,238,16653_20,cause,monetary policy|16653_20
"spending, investment and saving behaviour",output,normal,,speech_16653_narr_16653_20_effect_238,16653,domestic,238,16653_20,effect,"spending, investment and saving behaviour|16653_20"
monetary policy,interest rates,normal,,speech_16653_narr_16653_21_cause_239,16653,domestic,239,16653_21,cause,monetary policy|16653_21
"expectations, wage and price setting",inflation,normal,,speech_16653_narr_16653_21_effect_239,16653,domestic,239,16653_21,effect,"expectations, wage and price setting|16653_21"
high inflation,inflation,higher,,speech_16653_narr_16653_22_cause_240,16653,domestic,240,16653_22,cause,high inflation|16653_22
setting tighter monetary policy,interest rates,higher,,speech_16653_narr_16653_22_effect_240,16653,domestic,240,16653_22,effect,setting tighter monetary policy|16653_22
tightening monetary policy,interest rates,higher,,speech_16653_narr_16653_23_cause_241,16653,domestic,241,16653_23,cause,tightening monetary policy|16653_23
increase in inflation,inflation,higher,,speech_16653_narr_16653_23_effect_241,16653,domestic,241,16653_23,effect,increase in inflation|16653_23
monetary policy shock,interest rates,higher,,speech_16653_narr_16653_24_cause_242,16653,domestic,242,16653_24,cause,monetary policy shock|16653_24
persistent effect on 1-year nominal interest rate,interest rates,higher,,speech_16653_narr_16653_24_effect_242,16653,domestic,242,16653_24,effect,persistent effect on 1-year nominal interest rate|16653_24
monetary policy shock,interest rates,higher,,speech_16653_narr_16653_25_cause_243,16653,domestic,243,16653_25,cause,monetary policy shock|16653_25
appreciates the Sterling exchange rate index,exchange rate,higher,,speech_16653_narr_16653_25_effect_243,16653,domestic,243,16653_25,effect,appreciates the Sterling exchange rate index|16653_25
monetary policy shock,interest rates,higher,,speech_16653_narr_16653_26_cause_244,16653,domestic,244,16653_26,cause,monetary policy shock|16653_26
delayed response on the level of real GDP,output,lower,,speech_16653_narr_16653_26_effect_244,16653,domestic,244,16653_26,effect,delayed response on the level of real GDP|16653_26
contractionary monetary policy,interest rates,higher,,speech_16653_narr_16653_27_cause_245,16653,domestic,245,16653_27,cause,contractionary monetary policy|16653_27
permanently negative effect on the level of output relative to trend,output,lower,,speech_16653_narr_16653_27_effect_245,16653,domestic,245,16653_27,effect,permanently negative effect on the level of output relative to trend|16653_27
monetary policy shock,interest rates,lower,,speech_16653_narr_16653_28_cause_246,16653,domestic,246,16653_28,cause,monetary policy shock|16653_28
negative effect on the level of CPI,inflation,lower,,speech_16653_narr_16653_28_effect_246,16653,domestic,246,16653_28,effect,negative effect on the level of CPI|16653_28
announced changes in the monetary policy rate,interest rates,higher,,speech_16653_narr_16653_29_cause_247,16653,domestic,247,16653_29,cause,announced changes in the monetary policy rate|16653_29
firms revise their price expectations,inflation,lower,,speech_16653_narr_16653_29_effect_247,16653,domestic,247,16653_29,effect,firms revise their price expectations|16653_29
higher degree of backward-lookingness,inflation,higher,,speech_16653_narr_16653_30_cause_248,16653,domestic,248,16653_30,cause,higher degree of backward-lookingness|16653_30
more inflation persistence,inflation,higher,,speech_16653_narr_16653_30_effect_248,16653,domestic,248,16653_30,effect,more inflation persistence|16653_30
changes in the effectiveness of monetary policy,interest rates,normal,,speech_16653_narr_16653_31_cause_249,16653,domestic,249,16653_31,cause,changes in the effectiveness of monetary policy|16653_31
control of inflation,inflation,normal,,speech_16653_narr_16653_31_effect_249,16653,domestic,249,16653_31,effect,control of inflation|16653_31
monetary tightening,interest rates,higher,,speech_16653_narr_16653_32_cause_250,16653,domestic,250,16653_32,cause,monetary tightening|16653_32
less effect on inflation,inflation,lower,,speech_16653_narr_16653_32_effect_250,16653,domestic,250,16653_32,effect,less effect on inflation|16653_32
backward-looking expectations formation,inflation,higher,,speech_16653_narr_16653_33_cause_251,16653,domestic,251,16653_33,cause,backward-looking expectations formation|16653_33
worsened inflation-activity trade-off,inflation,higher,,speech_16653_narr_16653_33_effect_251,16653,domestic,251,16653_33,effect,worsened inflation-activity trade-off|16653_33
energy prices surge,inflation,higher,,speech_16653_narr_16653_34_cause_252,16653,domestic,252,16653_34,cause,energy prices surge|16653_34
higher share of backward-looking agents,inflation,higher,,speech_16653_narr_16653_34_effect_252,16653,domestic,252,16653_34,effect,higher share of backward-looking agents|16653_34
cost-push shock,inflation,higher,,speech_16653_narr_16653_35_cause_253,16653,domestic,253,16653_35,cause,cost-push shock|16653_35
exogenous increase in prices,inflation,higher,,speech_16653_narr_16653_35_effect_253,16653,domestic,253,16653_35,effect,exogenous increase in prices|16653_35
lagged nature of year-on-year inflation,inflation,normal,,speech_16653_narr_16653_36_cause_254,16653,domestic,254,16653_36,cause,lagged nature of year-on-year inflation|16653_36
inflation,inflation,higher,,speech_16653_narr_16653_36_effect_254,16653,domestic,254,16653_36,effect,inflation|16653_36
modest degree of backward-looking inflation expectations formation,inflation,higher,,speech_16653_narr_16653_37_cause_255,16653,domestic,255,16653_37,cause,modest degree of backward-looking inflation expectations formation|16653_37
output gap,output,lower,,speech_16653_narr_16653_37_effect_255,16653,domestic,255,16653_37,effect,output gap|16653_37
modest degree of backward-looking inflation expectations formation,inflation,higher,,speech_16653_narr_16653_38_cause_256,16653,domestic,256,16653_38,cause,modest degree of backward-looking inflation expectations formation|16653_38
inflation peaking higher and remaining above target,inflation,higher,,speech_16653_narr_16653_38_effect_256,16653,domestic,256,16653_38,effect,inflation peaking higher and remaining above target|16653_38
increasing share of backward-looking agents,other,higher,,speech_16653_narr_16653_39_cause_257,16653,domestic,257,16653_39,cause,increasing share of backward-looking agents|16653_39
output,output,normal,,speech_16653_narr_16653_39_effect_257,16653,domestic,257,16653_39,effect,output|16653_39
inflation,inflation,normal,,speech_16653_narr_16653_39_effect_257,16653,domestic,257,16653_39,effect,inflation|16653_39
increased share of backward-looking firms,inflation,higher,,speech_16653_narr_16653_40_cause_258,16653,domestic,258,16653_40,cause,increased share of backward-looking firms|16653_40
speed at which monetary policy affects realised inflation changes,inflation,normal,,speech_16653_narr_16653_40_effect_258,16653,domestic,258,16653_40,effect,speed at which monetary policy affects realised inflation changes|16653_40
increased share of backward-looking firms,productivity,higher,,speech_16653_narr_16653_41_cause_259,16653,domestic,259,16653_41,cause,increased share of backward-looking firms|16653_41
lengthened lags of the monetary transmission mechanism,interest rates,higher,,speech_16653_narr_16653_41_effect_259,16653,domestic,259,16653_41,effect,lengthened lags of the monetary transmission mechanism|16653_41
high share of backward-looking agents,other,higher,,speech_16653_narr_16653_42_cause_260,16653,domestic,260,16653_42,cause,high share of backward-looking agents|16653_42
diminished effectiveness of monetary policy,interest rates,lower,,speech_16653_narr_16653_42_effect_260,16653,domestic,260,16653_42,effect,diminished effectiveness of monetary policy|16653_42
sequence of large inflationary shocks,inflation,higher,,speech_16653_narr_16653_43_cause_261,16653,global,261,16653_43,cause,sequence of large inflationary shocks|16653_43
increased risk of being in the purple world,geopolitical shocks,higher,,speech_16653_narr_16653_43_effect_261,16653,global,261,16653_43,effect,increased risk of being in the purple world|16653_43
increasing share of backward-looking households and firms,inflation,higher,,speech_16653_narr_16653_44_cause_262,16653,domestic,262,16653_44,cause,increasing share of backward-looking households and firms|16653_44
risk of persistent inflation,inflation,higher,,speech_16653_narr_16653_44_effect_262,16653,domestic,262,16653_44,effect,risk of persistent inflation|16653_44
monetary policy path,interest rates,higher,,speech_16653_narr_16653_45_cause_263,16653,domestic,263,16653_45,cause,monetary policy path|16653_45
quick transmission to financial markets,financial markets,higher,,speech_16653_narr_16653_45_effect_263,16653,domestic,263,16653_45,effect,quick transmission to financial markets|16653_45
financial conditions,financial markets,lower,,speech_16653_narr_16653_46_cause_264,16653,domestic,264,16653_46,cause,financial conditions|16653_46
extended persistence of inflation,inflation,higher,,speech_16653_narr_16653_46_effect_264,16653,domestic,264,16653_46,effect,extended persistence of inflation|16653_46
long period above 2% target,inflation,higher,,speech_16653_narr_16653_47_cause_265,16653,domestic,265,16653_47,cause,long period above 2% target|16653_47
increased degree of backward-lookingness,inflation,higher,,speech_16653_narr_16653_47_effect_265,16653,domestic,265,16653_47,effect,increased degree of backward-lookingness|16653_47
risk of persistent inflation,inflation,higher,,speech_16653_narr_16653_48_cause_266,16653,domestic,266,16653_48,cause,risk of persistent inflation|16653_48
need for more tightening,interest rates,higher,,speech_16653_narr_16653_48_effect_266,16653,domestic,266,16653_48,effect,need for more tightening|16653_48
failing to do enough now,interest rates,higher,,speech_16653_narr_16653_49_cause_267,16653,domestic,267,16653_49,cause,failing to do enough now|16653_49
higher inflation,inflation,higher,,speech_16653_narr_16653_49_effect_267,16653,domestic,267,16653_49,effect,higher inflation|16653_49
lower activity,output,lower,,speech_16653_narr_16653_49_effect_267,16653,domestic,267,16653_49,effect,lower activity|16653_49
credit shocks,credit,normal,,speech_16653_narr_16653_50_cause_268,16653,domestic,268,16653_50,cause,credit shocks|16653_50
output responses,output,normal,,speech_16653_narr_16653_50_effect_268,16653,domestic,268,16653_50,effect,output responses|16653_50
credit shocks,credit,normal,,speech_16653_narr_16653_51_cause_269,16653,domestic,269,16653_51,cause,credit shocks|16653_51
inflation responses,inflation,normal,,speech_16653_narr_16653_51_effect_269,16653,domestic,269,16653_51,effect,inflation responses|16653_51
monetary policy announcements,interest rates,normal,,speech_16653_narr_16653_52_cause_270,16653,domestic,270,16653_52,cause,monetary policy announcements|16653_52
firm expectations response,other,normal,,speech_16653_narr_16653_52_effect_270,16653,domestic,270,16653_52,effect,firm expectations response|16653_52
monetary policy stance,interest rates,higher,,speech_16653_narr_16653_53_cause_271,16653,domestic,271,16653_53,cause,monetary policy stance|16653_53
tighter conditions than Federal Funds Rate,interest rates,higher,,speech_16653_narr_16653_53_effect_271,16653,domestic,271,16653_53,effect,tighter conditions than Federal Funds Rate|16653_53
monetary policy,interest rates,normal,,speech_16653_narr_16653_54_cause_272,16653,domestic,272,16653_54,cause,monetary policy|16653_54
macroeconomic impact at the Zero Lower Bound,interest rates,normal,,speech_16653_narr_16653_54_effect_272,16653,domestic,272,16653_54,effect,macroeconomic impact at the Zero Lower Bound|16653_54
development of a new lending tool for non-bank financial institutions,financial markets,higher,,speech_16654_narr_16654_0_cause_273,16654,domestic,273,16654_0,cause,development of a new lending tool for non-bank financial institutions|16654_0
tackling systemic risks in market-based finance,financial markets,higher,,speech_16654_narr_16654_0_effect_273,16654,domestic,273,16654_0,effect,tackling systemic risks in market-based finance|16654_0
shift towards Non-Bank Financial Institutions,financial markets,higher,,speech_16654_narr_16654_1_cause_274,16654,domestic,274,16654_1,cause,shift towards Non-Bank Financial Institutions|16654_1
increased competition and innovation,productivity,higher,,speech_16654_narr_16654_1_effect_274,16654,domestic,274,16654_1,effect,increased competition and innovation|16654_1
shift towards Non-Bank Financial Institutions,financial markets,higher,,speech_16654_narr_16654_2_cause_275,16654,domestic,275,16654_2,cause,shift towards Non-Bank Financial Institutions|16654_2
"cheaper, faster and more diverse financial services",financial markets,normal,,speech_16654_narr_16654_2_effect_275,16654,domestic,275,16654_2,effect,"cheaper, faster and more diverse financial services|16654_2"
greater diversity in financial services,financial markets,higher,,speech_16654_narr_16654_3_cause_276,16654,domestic,276,16654_3,cause,greater diversity in financial services|16654_3
enhanced stability of the financial system,financial markets,higher,,speech_16654_narr_16654_3_effect_276,16654,domestic,276,16654_3,effect,enhanced stability of the financial system|16654_3
growth of NBFIs,financial markets,higher,,speech_16654_narr_16654_4_cause_277,16654,global,277,16654_4,cause,growth of NBFIs|16654_4
new forms of liquidity risks to financial stability,financial markets,higher,,speech_16654_narr_16654_4_effect_277,16654,domestic,277,16654_4,effect,new forms of liquidity risks to financial stability|16654_4
limited number of serious liquidity crises involving NBFIs,financial markets,lower,,speech_16654_narr_16654_5_cause_278,16654,global,278,16654_5,cause,limited number of serious liquidity crises involving NBFIs|16654_5
doubt about the scale of the financial stability threat,financial markets,lower,,speech_16654_narr_16654_5_effect_278,16654,global,278,16654_5,effect,doubt about the scale of the financial stability threat|16654_5
traditional central bank tools for lending to banks,credit,lower,,speech_16654_narr_16654_6_cause_279,16654,domestic,279,16654_6,cause,traditional central bank tools for lending to banks|16654_6
inability to stabilize the financial system as a whole,financial markets,lower,,speech_16654_narr_16654_6_effect_279,16654,domestic,279,16654_6,effect,inability to stabilize the financial system as a whole|16654_6
unconventional asset purchase and sale tools,financial markets,higher,,speech_16654_narr_16654_7_cause_280,16654,domestic,280,16654_7,cause,unconventional asset purchase and sale tools|16654_7
restoration of stability,financial markets,normal,,speech_16654_narr_16654_7_effect_280,16654,domestic,280,16654_7,effect,restoration of stability|16654_7
sudden onset of Covid lockdown,geopolitical shocks,higher,,speech_16654_narr_16654_8_cause_281,16654,global,281,16654_8,cause,sudden onset of Covid lockdown|16654_8
dash for cash by NBFIs,financial markets,higher,,speech_16654_narr_16654_8_effect_281,16654,global,281,16654_8,effect,dash for cash by NBFIs|16654_8
sharp adjustment in gilt yields following the Government's fiscal announcements,interest rates,higher,,speech_16654_narr_16654_9_cause_282,16654,domestic,282,16654_9,cause,sharp adjustment in gilt yields following the Government's fiscal announcements|16654_9
large-scale fire sales by LDI funds,financial markets,higher,,speech_16654_narr_16654_9_effect_282,16654,domestic,282,16654_9,effect,large-scale fire sales by LDI funds|16654_9
growth of the non-bank financial system,financial markets,higher,,speech_16654_narr_16654_10_cause_283,16654,global,283,16654_10,cause,growth of the non-bank financial system|16654_10
increased reliance of households and businesses on NBFIs,financial markets,higher,,speech_16654_narr_16654_10_effect_283,16654,global,283,16654_10,effect,increased reliance of households and businesses on NBFIs|16654_10
increased reliance on NBFIs,financial markets,higher,,speech_16654_narr_16654_11_cause_284,16654,domestic,284,16654_11,cause,increased reliance on NBFIs|16654_11
increased importance of NBFIs in core markets,financial markets,higher,,speech_16654_narr_16654_11_effect_284,16654,domestic,284,16654_11,effect,increased importance of NBFIs in core markets|16654_11
failure of intermediation capacity to keep pace with market size,financial markets,lower,,speech_16654_narr_16654_12_cause_285,16654,domestic,285,16654_12,cause,failure of intermediation capacity to keep pace with market size|16654_12
demand for liquidity,financial markets,higher,,speech_16654_narr_16654_12_effect_285,16654,domestic,285,16654_12,effect,demand for liquidity|16654_12
dealer banks hitting internal limits,financial markets,normal,,speech_16654_narr_16654_13_cause_286,16654,domestic,286,16654_13,cause,dealer banks hitting internal limits|16654_13
reining in their operations,financial markets,lower,,speech_16654_narr_16654_13_effect_286,16654,domestic,286,16654_13,effect,reining in their operations|16654_13
NBFIs seeking temporary liquidity,financial markets,higher,,speech_16654_narr_16654_14_cause_287,16654,global,287,16654_14,cause,NBFIs seeking temporary liquidity|16654_14
temporary surge in fund investor redemptions,financial markets,higher,,speech_16654_narr_16654_14_effect_287,16654,domestic,287,16654_14,effect,temporary surge in fund investor redemptions|16654_14
NBFIs seeking temporary liquidity,financial markets,higher,,speech_16654_narr_16654_15_cause_288,16654,domestic,288,16654_15,cause,NBFIs seeking temporary liquidity|16654_15
margin calls on derivatives,financial markets,higher,,speech_16654_narr_16654_15_effect_288,16654,global,288,16654_15,effect,margin calls on derivatives|16654_15
NBFIs seeking temporary liquidity,financial markets,higher,,speech_16654_narr_16654_16_cause_289,16654,domestic,289,16654_16,cause,NBFIs seeking temporary liquidity|16654_16
temporary drying up in dealer funding,financial markets,lower,,speech_16654_narr_16654_16_effect_289,16654,domestic,289,16654_16,effect,temporary drying up in dealer funding|16654_16
lending directly to NBFIs against high quality collateral,financial markets,normal,,speech_16654_narr_16654_17_cause_290,16654,domestic,290,16654_17,cause,lending directly to NBFIs against high quality collateral|16654_17
central banks monetary policy stance,interest rates,normal,,speech_16654_narr_16654_17_effect_290,16654,domestic,290,16654_17,effect,central banks monetary policy stance|16654_17
lending directly to NBFIs against high quality collateral,credit,normal,,speech_16654_narr_16654_18_cause_291,16654,domestic,291,16654_18,cause,lending directly to NBFIs against high quality collateral|16654_18
balance sheet costs for public authorities,government spending,lower,,speech_16654_narr_16654_18_effect_291,16654,domestic,291,16654_18,effect,balance sheet costs for public authorities|16654_18
lending directly to NBFIs against high quality collateral,credit,normal,,speech_16654_narr_16654_19_cause_292,16654,domestic,292,16654_19,cause,lending directly to NBFIs against high quality collateral|16654_19
central bank interventions creating perverse market incentives,financial markets,lower,,speech_16654_narr_16654_19_effect_292,16654,domestic,292,16654_19,effect,central bank interventions creating perverse market incentives|16654_19
borrowing on central bank terms,credit,lower,,speech_16654_narr_16654_20_cause_293,16654,domestic,293,16654_20,cause,borrowing on central bank terms|16654_20
